text,label,suspected_label,matched_keywords,label_keyword_score,suspected_keyword_score,risk_reason
2580点，市值损失已超50%，正要失去耐心，但专家安慰说，不要绝望，监管层有N条救市王牌:全免印花税、基金扩容、新股发行暂缓……,愤怒,低落,绝望,0,1,possible_label_mismatch
回复既然我找了这条消息。。自然会负责到底的，哈哈mark！找到了通告下！那是肯定的好伐。。红星美凯龙。。。没有！有亲们知道在哪里能买到啊，大爱这个茶几,厌恶,喜悦,哈哈,0,1,possible_label_mismatch
珍惜幸福，学会吃苦能说出来的不是苦，说不出来的才是真的苦。”,低落,喜悦,幸福,0,1,possible_label_mismatch
两者气质很相符~哈哈一开始一直以为《爱情买卖》是凤凰传奇唱的爱情买卖嗲~~！那最佳歌曲应该颁给《爱情买卖》，绝对的年度最佳神曲。我是来膜拜的…第十届CCTV-MTV音乐盛典内地最佳组合凤凰传奇崩溃了,愤怒,喜悦,哈哈,0,1,possible_label_mismatch
是啊真有个性豹纹耶...大爱!!!!哪里可以買到？太有个性了斑马纹和豹纹的都来吧！哈哈！！,愤怒,喜悦,哈哈,0,1,possible_label_mismatch
只能说化妆技术又上了一层化咗妆都呢个撚样..哇，甘恐怖睇呢条傻seo微博好len自大！距话milk距玩晒喔哈哈哈！你凤姐甘既len样真系帮milk清场咯！！milk我玩晒谁叫我天生过分美丽,低落,喜悦,哈哈,0,1,possible_label_mismatch
回复还是俩人吧我得找朋友挂个名哈哈麻烦了呢喃久石让《Summer(菊次郎の夏)》_乐库_新浪网再次听到这个曲子，记得几年前我心情不好的时候，一个在伦敦的朋友劝我去看北野武执导的一部温馨感人的电影《菊次郎の夏》，然后我就听到了这曲子。,愤怒,喜悦,哈哈,0,1,possible_label_mismatch
我要报复社会报复社会报复社会！！！！！完全符合我心中美人的标准==不行了！！我要颤抖了~~笑死我了~沈氏“族谱”之精美全翻版==+翻译F：（-33-）【勿黑勿掐勿倒贴勿转出微薄勿人参公鸡==】,愤怒,喜悦,笑死,0,1,possible_label_mismatch
回复是啊，支持这就要看她是否长的值不值这20万啊····就这模样的？差点，一分都不值。现在的女孩都怎么了？希望不是媒体为了搏收视率故意让她们这么说的。营造社会化的拜金主义和物质至上。。最后失望的是自己。【如果你很爱的女孩要求月薪20万，你会选择放弃吗？】《非诚勿扰》新晋2号女嘉宾朱真芳一番“我感觉她满足不了我住豪宅的梦想，我的男朋友必须月薪20万以上。我的手只给我男朋友握，其他人20万.”的言论一出，立即引起了网络上的很大争议。如果你很爱的女孩要求月薪20万，你怎么办？你会放弃吗？,愤怒,低落,失望,0,1,possible_label_mismatch
俺叫魏淑芬，今年28，至今未婚。哈哈哈，真逗啊！村里有个姑娘叫小芳，长得好看又善良，一双美丽的大眼睛，辫子粗又长。。。,愤怒,喜悦,哈哈,0,1,possible_label_mismatch
【金牛座】对于讨厌的对象，牛儿会用冷漠与视而不见来对待，无论你再怎么卖力的表演与刺激都始终无动于衷，但是对于曾经爱过的人，就始终无法忘怀，固执得真像头牛，伊消得人憔悴衣带渐宽终不悔,低落,愤怒,讨厌,0,1,possible_label_mismatch
对说：把你地址告诉我啊丝棋的东西快递给你哈哈,低落,喜悦,哈哈,0,1,possible_label_mismatch
【分享图片】今天晚上HalloweenParty上我的酷辣造型！你们喜欢么？,低落,喜悦,喜欢,0,1,possible_label_mismatch
某黑户说之前的照片没选拍的好的就发围脖了，现在要我补一张她认为拍的很好的，哈哈哈~她们是不是有很瘦？？,愤怒,喜悦,哈哈,0,1,possible_label_mismatch
哎呀我宝宝的这条上首页了一堆鸟语还撒娇还发货还龇牙咧嘴这叫我宝宝情何以堪?????!@$@&)86.......今天谁都别理我。。不爽。。,愤怒,喜悦,爽,0,1,possible_label_mismatch
。【秋季电视剧互联网盛典】张翰凭《一起又看流星雨》获得最佳男新人荣誉，张翰表示能拿到这个荣誉，对新人是最好的鼓励，新的一年会有更好的作品带给大家。郑爽凭《一起又看流星雨》获得最佳女新人荣誉，从上季电视剧互联网盛典出发的她激动地表示：“我觉得以后的路还长，谢谢大家的支持”,厌恶,喜悦,爽,0,1,possible_label_mismatch
妈咪话八月十五5可以洗头噢....痛苦啊！！！！,厌恶,低落,痛苦,0,1,possible_label_mismatch
哈哈~是嫩~怎么感觉小一号。。心里狂长草啊太卡哇伊了！！不转就是不爱杰伦!周小伦你太不厚道鸟谁让你这么萌的！！！！！！！还有那华丽丽的美手啊,愤怒,喜悦,哈哈,0,1,possible_label_mismatch
哈哈，忏悔中唉，，杯具啊，，孩子，，谁叫你出生在这个“河蟹”滴年代捏？！释然吧~~~。。。。我发了不该发的帖子，我错了，放我出去吧！,厌恶,喜悦,哈哈,0,1,possible_label_mismatch
怪不得我从刚才3点开始一直火大……麻痹的，以后一定不能在这个时间段联系客户。记住鸟！下午15时的女人最生猛！（分享）,厌恶,愤怒,火大,0,1,possible_label_mismatch
哈哈，凤姐今天有档期！你悲剧,愤怒,喜悦,哈哈,0,1,possible_label_mismatch
haha哈哈，恶人先告状原来360是攻啊..来吧，让夫妻吵架更猛烈些吧！,低落,喜悦,哈哈,0,1,possible_label_mismatch
哈哈……搞笑……说到登记，既然今年的10.10.10十全十美俺没对象，那我就等明年的11.11.11一心一意；又不行的话那就后年的12.12.12一辈子一爱；再不行我就大后年的13.1.4一生一世；要再再不行我就等大大后年的14.5.20一世我爱你；要再再没对象，那我…我就真急了！（感谢投稿）,厌恶,喜悦,哈哈,0,1,possible_label_mismatch
SB下次拍士兵被炸牺牲的时候，让他捆上炸药包上。拍完了给他记个为工作献身，问问他愿意不愿意。不知道他的领导是怎么当的。:重转：傻逼?犬王?导演，居然把个战犬活活炸死，虽然是很久前发生的事了，但傻逼永远还是傻逼！这种人还好意思上电视，穿军装【放狗狗一条生路】导演姚守岗讲述如何拍摄电影《犬王》：“为了让表演显得更加的真实，给训练有素、屡次立功的军犬，绑上了真实的炸弹；在镜头前，它奔跑着被炸成了碎片。多年来训练和培养该犬的那位战士，看到如此真实的镜头后，哭得死去活来…“，“为了减轻狗的痛苦，务必要一次性把它炸死”,厌恶,低落,痛苦,0,1,possible_label_mismatch
回复哈哈，加油吧~我看到了我将来的苦日子了。。。非常大~哇！！这么多张，你们工作量好大啊。。。奋斗了n久，2个人出了300多张页面--,厌恶,喜悦,哈哈,0,1,possible_label_mismatch
我要！！！可是。。。那么三俗。。。。恶心日本人体寿司？你敢吃吗？(via猫扑猫为本),低落,厌恶,恶心,0,1,possible_label_mismatch
中国足球队还存在着？哦...貌似...汗...不过...恩。因围脖被禁赛第一人。官方责令王大雷停赛反省蔡振华称可以输球不可输人：针对中国国奥队队员王大雷赛后通过微博方式发泄对球迷的不满，甚至进行粗暴的谩骂一事，第16届亚运会中国体育代表团秘书长蔡家东10日表示，王大雷行为性质恶劣，不仅损毁了其自身声誉，也毁坏了中国足球的声誉，在社会上造成了不良影响。,厌恶,愤怒,骂,0,1,possible_label_mismatch
[粽子]今天除了要吃粽子，还有什么习俗呢？最记得的是小白喝了雄黄酒，现出了原形，吓死了许仙...大家节日快乐[粽子][粽子],低落,喜悦,快乐,0,1,possible_label_mismatch
回复看来是到了要给十三姐找个爱心对象的时候了~13小姐最近是大爱无疆的。。。真滴。一看就是到了母爱泛滥的时候了。哇我们滴十三姐最有爱心呢了你们明天要请十三姐好好吃一顿，来奖励她~在窗台上发现一只小野猫！在门口放了个箱子，铺了垫子，准备了吃的和水！可能是还不适应，呆了一会儿就走了！刚刚出去看，竟然回来了！真是个好孩子！,喜悦,厌恶,不适,0,1,possible_label_mismatch
劳动法规定每月加班不得超过36小时，富士康迫使员工这样疯狂加班，相当于让一人干了两人的活儿，实际上等于偷走了本该有的一个就业机会。机器都不能这么过度使用吧，简直就是卓别林的电影再现，富士康把大家都变成那个拧螺丝拧到发疯的工人!一个月，周六周日一共8天，富士康员工加班73小时，一个月加班140小时，每周平均加班35小时，加上正常工作40小时，每周平均工作75小时，我崩溃了！我看着这张单子都想跳楼！,愤怒,低落,崩溃,0,1,possible_label_mismatch
没招他没惹他。一而再再而三还没完了。不搭理他他还来劲了。骂顺嘴了是怎么着？既然为老不尊，这脸我还就不给了。真把自己当石光荣了，走哪都敬礼。不打仗难受是吧？太平盛世容不下你是吧？不看中国电影你当什么中国演员呀？荷里活演戏去呀。看不起商业片，真清高你演戏别收钱呀。别冒充道德良心了。,低落,愤怒,骂,0,1,possible_label_mismatch
不可思议那个女孩彪吗任人摆布？青岛的耻辱，必须严办！，大家来关注一下这帮畜生男女等等青岛卫校一高年级女生强迫学妹卖淫。目前已经案发，强迫卖淫者已经被公安机关采取强制措施。据称，被强迫卖淫的卫校女生精神几近崩溃。而嫖娼者中，竟然还有我们的一些局机关的公务人员。这样的学校校长，该被追则，而个别公务人员更应该被严惩。希望承办此案的人员，能顶住压力一查到底，绝不姑息！,愤怒,低落,崩溃,0,1,possible_label_mismatch
最近很喜欢黄色的丝带感觉它在风中飘荡象征着自由与和平你有没有同感呢,厌恶,喜悦,喜欢,0,1,possible_label_mismatch
猪的一生都无法看到天空。冷兔我想了想，好奇的抬头看了看天，忽然好开心~~,愤怒,喜悦,开心,0,1,possible_label_mismatch
偶还是比较支持广州货。。。。。。。。。。你去不去不是重点。重点是我要去。吖哈哈哈。请赐个南京帅哥我！轮家还不一定去呢。。。。。。。。。。乖哈对说：你2號去南京..你說....我要怎麼活啊!!!我不要寂寞而死!!!!,厌恶,喜悦,哈哈,0,1,possible_label_mismatch
好一个一秒钟一秒钟我能完成经典绝杀，让对手绝望，让队友欢呼，,喜悦,低落,绝望,0,1,possible_label_mismatch
回覆又是裘海正的《爱我的人和我爱的人》，一听就想哭。。。。呵呵我要照顾好自己才能让爱我和我爱的人放心啊,厌恶,低落,想哭,0,1,possible_label_mismatch
哈哈！同时把景点也介绍了。,愤怒,喜悦,哈哈,0,1,possible_label_mismatch
女色娘嗯~~~讨厌。。。。不要弄人家嘛。。。。。,低落,愤怒,讨厌,0,1,possible_label_mismatch
教我怎么忘记，今夜模糊的思绪，渐渐变清晰，伤心没改变事情天色渐暗，风轻云淡，教我如何不想他~,厌恶,低落,伤心,0,1,possible_label_mismatch
图文俱美孤独时，仰望蓝天，你是最近的那朵白云；寂寞时，凝视夜空，你是最亮的那颗星星；闲暇时，漫步林中，你是擦肩的那片绿叶；疲惫时，安然入睡，你是最美的那段梦境。,喜悦,低落,孤独,0,1,possible_label_mismatch
只有法律有剥夺人生气的权利。杀人者应该被被法律判刑。你的观点正确无论是什么人，都有生存的权利，法律之外，没有人有权利剥夺别人的生命。承认自己以人的形态活着的时候，请尊重别人。,厌恶,愤怒,生气,0,1,possible_label_mismatch
::很想哭……::::坚强的小朋友。【广西6岁艾滋孤儿独自生活，饭菜没油没盐吃的香】他一个人洗衣做饭，一个人喂鸡养狗，一个人读书认字，一个人入睡。阿龙从不觉得自己很辛苦，尽管他今年只有6岁。6年前，阿龙的父母在山上搭了房子，一直住到去世，留下阿龙一个人生活至今。只因為艾滋病，没人願意和他接?,厌恶,低落,想哭,0,1,possible_label_mismatch
跌的让人崩溃~我的爱车什么时候才能开回家啊心情无比的低落,厌恶,低落,崩溃,0,1,possible_label_mismatch
大熊猫真是很纯洁友好并且有组织纪律性的小盆友，睡午觉都是肩并肩，挂着。如果是我，睡着后，会滚下来把鼻子磕凹进去的吧~~,低落,愤怒,滚,0,1,possible_label_mismatch
讲得非常之好赞同就要转要告诉别人你反感！玩微博要懂礼貌：1、不要留言货私信骚扰叫人关注你；2、关注的目的不是等着被反关注；3、有人提问的时候要回复，除非提问多到你回复不过来；4、不要摆架子，未成为名人之前不要当自己是名人，粉丝多不等于就是名人。,低落,厌恶,反感,0,1,possible_label_mismatch
虽然不爽韩国队赢了。。但人家的确是赢家。。。＂我不希望看到韩国队赢，但我佩服强者。今晚韩国是强者。＂,愤怒,喜悦,爽,0,1,possible_label_mismatch
"恩那呗，孤单怪我没陪你啊…我和大大还是死对头呢哈哈，我对你相当不满宝贝,你对我有什么不满...说出来哈~~志同道合",厌恶,喜悦,哈哈,0,1,possible_label_mismatch
回复哈哈三年！我在医院二十多年了，医院很复杂，好好干！临床，本人已经是第三年到医院啦！所以话千其咪乱梗同人换班，乱搞既结果必然系悲剧，点解次次我上班都系一堆忽生忽死既病人啊，几时先可以逃离ICU呢！,愤怒,喜悦,哈哈,0,1,possible_label_mismatch
我的四道风啊，你这会儿演的是鬼子啊？！这不叫做广告植入，只是因为困了累了,愤怒,低落,累了,0,1,possible_label_mismatch
拜三下【今日是农历9月19日--观世音菩萨出家日】观世音梵文（Avalokitesvara），意思是“观照世间众生痛苦中称念观音名号的悲苦之声”。观世音菩萨为正法明如来再来因大慈愿力安乐众生故，现作菩萨，与文殊菩萨、普贤菩萨、地藏菩萨并称为四大菩萨。大家来拜一拜吧，会有好运的！,厌恶,低落,痛苦,0,1,possible_label_mismatch
:我要笑死了。。那嘴是咋回事？还半熟呢压根就没熟过,低落,喜悦,笑死,0,1,possible_label_mismatch
红布你有，蚊子咬的痘痘你有，《简简单单》你有，复古钟你也有--你怎么什么都有啊我也有復古鐘！终于看见它了子时过13分时＜闻相识女人＞电影里一模一样的哈哈,低落,喜悦,哈哈,0,1,possible_label_mismatch
翻脸比翻书还快~一直不喜欢孙楠，可这小子老往我眼里蹦，看新闻说起诉了买红妹想要回孩子抚养权！人可以没钱，怎么可以没脸呢?！甩了人家还不消停，非得把母子拆散，唉，真不知道怎么说这孙子了！,愤怒,喜悦,喜欢,0,1,possible_label_mismatch
善善小妞，找你呢，大家短你都不回，啥米电话那么长哇！担心你的！你个围脖名又不好打，多讨厌哟！快快回复我，不然睡不着…顺便丢张你傻傻的照片我还挑了张最正常的，再不出现丢别的了哈！,喜悦,愤怒,讨厌,0,1,possible_label_mismatch
::::::::我们喜欢叫他“小哇”和“小太阳”。冬日的阳光一般温暖的他，携带第八张国语大碟《。,愤怒,喜悦,喜欢,0,1,possible_label_mismatch
尊严来自矿难，幸福是做房奴，地沟油烹煮，味道叫做知足；英明在于领导，光荣用嘴吹出，尔等屁民匍匐处，大闸蟹双钳挥舞。——读腾讯评论《王家岭救援让中国人在世界上活出尊严》有感。,厌恶,喜悦,幸福,0,1,possible_label_mismatch
转，增加曝光率最不负责任的县长福建三明泰宁6.18水灾损失了好几个亿6月18日是百年一遇特大洪灾廖县长竟然不留在泰宁抗灾反而去参加福州并没任何项目的贸洽会，廖县长却在19日不急不慢回泰宁。极少下村下乡深入基层了解情况，就爱上镜头，大骂县广电局给她的画面太少不够生动这样的女县长能是百姓的福气吗?,低落,愤怒,骂,0,1,possible_label_mismatch
这位童鞋说话真够恶心的，呵呵···，还是海归哦、、女生,愤怒,厌恶,恶心,0,1,possible_label_mismatch
哈哈----------轻点儿！！哎呀楞个长的毛好难得打理。公主出鏡，來化妝師上！公主：哎呀，你輕點！,低落,喜悦,哈哈,0,1,possible_label_mismatch
今天风和日丽，难得的好天气，明天放假，好爽耶！,愤怒,喜悦,爽,0,1,possible_label_mismatch
"那次来武汉，因为要考试，我也没去成，抱憾。aaaaaaa,,,,,怎么不早说哇，我昨天没事做啊。。。唉。。。。。好喜欢她的、、昨日，武汉广场14周年庆典，微博女王姚晨携手碧欧泉共贺。",愤怒,喜悦,喜欢,0,1,possible_label_mismatch
"我也觉得=_,=为啥我觉得肌肉男不好看发一张2000年跟吴彦祖合作的宣传照。LisaS.告诉我她就是看了这张海报马上喜欢了吴彦祖。还有一些小八卦，吴彦祖当年的身材真的很棒，我在拍摄现场全程监督，保証身材没有PS。",低落,喜悦,喜欢,0,1,possible_label_mismatch
刷屏贴、吸引眼球贴、找骂贴；鉴定完毕！主席是一代伟人，功不可没，这一点是世人公认，“两弹一星”。奠定了大国地位，在主席逝世时，即没留下外债，也无通货膨胀，这在发展中国家是极其罕见的。他的错在于，闭关自守，偿试用文革解决官僚问题，虽然经济也有增长，但当时物资匮乏，买东西要凭票，解决不了失业，让年轻人去了农村。,低落,愤怒,骂,0,1,possible_label_mismatch
看到放假还不开心的小孩子，你妈很欣慰吧梦蘖摹！！?还不如去学校过上充实的一天。,愤怒,喜悦,开心,0,1,possible_label_mismatch
"世界杯让俺忙得稀里哗啦,但好象又不太反感.这是为什么呢?下午的颁奖和特辑发布会在圣诞宴酒店举行,5点准开始.活动两小时左右.然后呢?就是回报社迎接开幕式.然后呢?看揭幕战,再然后呢?就是火急火燎地搞特辑,还要写专栏真TNND充实啊!最后呢?就残掉啦!",愤怒,厌恶,反感,0,1,possible_label_mismatch
"这位母亲的最后一条微博写于4月6号。过去快一周了，怎么样了。千万别放弃啊。为了孩子，为了这份责任，为了自己是为母亲。担心啊。吾等P民，先闻者转吧。。。另拜请：偶然间看到一位母亲的微博，一个两岁半的孩子患上了治疗的过程让每一个成年人畏惧。太残酷了。有哪位好心的朋友，来帮帮这个孩子，有没有什么特效办法，那怕是为他减少些痛苦。谢谢各位了。请关注这位母亲的微博，@救救我的儿子,一位普通的母亲，一位普通的孩子。我仅代表一位母亲呼吁。",厌恶,低落,痛苦,0,1,possible_label_mismatch
我晕……我记得我们是在同一个生日PAR吧，我也在啊，怎么没看见？回家的出租车上，张蕾同学告诉我我生日去的好多男生都特别帅，都是她喜欢型，她看呆了……,低落,喜悦,喜欢,0,1,possible_label_mismatch
中秋国庆快来了，好多有奖活动呢！童鞋们，想中奖的多关注下我的微博吧，哈哈，我会把用心的搜集所有的好活动奉献给各位童鞋哒！,低落,喜悦,哈哈,0,1,possible_label_mismatch
"萱萱的粉丝只有六万人我好难过大家要关注卓文萱啊,,,",厌恶,低落,难过,0,1,possible_label_mismatch
精辟！中行、建行、农行，行行出事；a股、b股、h股，股股下流；昨天、今天、明天，天天下跌；主板、小板、三板，板板完蛋；农民，市民，股民，家家难民；股市，楼市，车市，市市伤心；面粉，米粉，奶粉，粉粉有毒；股票，钞票，彩票，票票害人；小官，大官，高官，官官皆贪；二奶，三奶，牛奶，奶奶伤人。,喜悦,低落,伤心,0,1,possible_label_mismatch
"""对少女李某轮番强奸4次，致使受害人精神崩溃，脊椎断裂，钢钉入骨，终身残废。""问下,一个人怎么轮番强奸?强奸如何导致""脊椎断裂，钢钉入骨，终身残废""...警察笔录中为何没有提及???谁帮回答一下?柞水公安局办公桌强奸少女，警察说：“我的精子只射阴道，没射入子宫”无罪。文章指出凶手重伤他人致人死亡命案、、非法进入武警部队当兵逃罪、强奸等四大罪行天涯",愤怒,低落,崩溃,0,1,possible_label_mismatch
凡尘有太多笨蛋了，委屈你了，拍肩XD现在彻底理解了小翔的心情跟小心眼儿的人真的太难沟通了！你跟他讲理他跟你讲歪理你跟他讲歪理他又要跟你评理！到最后你只能说，“算了，我懒得跟你解释。”没想到，他却铁定的认为是你没理了！,愤怒,低落,委屈,0,1,possible_label_mismatch
我第三咩阿..我第一啊....:排到第二...排到第二...感前...唔制呀:12:哈哈，最后一名：第1名射手座；第2名白羊座；第3名狮子座；第4名双鱼座；第5名金牛座；第6名双子座；第7名水瓶座；第8名魔羯座；第9名天秤座；第10名处女座；第11名巨蟹座；第12名天蝎座。,愤怒,喜悦,哈哈,0,1,possible_label_mismatch
回复那就这么定了，餐厅全部菜都提价，庆祝西班牙夺冠！回复哈这就对啦!身后的西班牙小旗挂了很久，但真不好意思一场西班牙比赛都没看。但我是发自内心的喜欢和支持西班牙。不管怎样今晚还是应该支持看这场比赛的，希望西班牙胜！如果西班牙真的得冠军了，我们作为一家西班牙餐厅是否要有所表示呢？tapas免费一天？,低落,喜悦,喜欢,0,1,possible_label_mismatch
哈哈围观，原来是一种天性……不，是兽性！看官们，乃们要不要这么冷漠~！,低落,喜悦,哈哈,0,1,possible_label_mismatch
我了个去，动物保护协会呢？中国貌似没有这组织明明是大烂片代价还如此之大触目惊心！难以置信！昔有张艺谋破坏环境，今有高希希残杀生命。不过话说这只是曝光的冰山一角吧？《三国》导演高希希最得意的镜头是连人带马一起摔下悬崖，人肯定是假的，但是马是真的。要拍这个镜头的时候，马就流着眼泪，站在悬崖边死活不往下跳。最后是我们这位导演，把马的眼睛蒙上，才完成了这个镜头。在火烧连营的时候，那些马就在火里烧着，最后就导致了他们精神崩溃，疯了！,愤怒,低落,崩溃,0,1,possible_label_mismatch
活着就系最大嘅幸福。梁太，要振作。,厌恶,喜悦,幸福,0,1,possible_label_mismatch
怒！！！我们是二等公民吗！一国两制，啥也不说了。:同样是中国人，差距咋就这么大呢？——这就是垄断和竞争的区别。68元港币套餐，包括本地无限任用GPRS及Wi-Fi，送1600分钟本地通话时间，免费飞信服务。,低落,愤怒,怒,0,1,possible_label_mismatch
我可不是什么古灵精怪的女孩子…瓶子特例…我的圖和字呵。个性稳重气质高雅;双子明星气质带动流行;巨蟹温暖亲切激励人心;狮子豪爽大方;处女全力以赴自律严;天平美丽优雅好相处;天蝎性感神秘美丽十足;射手笑容甜美身材火辣;魔羯品位好个性认真又负责;水瓶气质空灵聪明绝顶;双鱼无辜性感好学！,愤怒,喜悦,爽,0,1,possible_label_mismatch
我是永远的林太。哈哈【关注格力空调】+【并评论】+【10位好友】你就有机会得到再犹豫，机会就是别人的咯～马上转起来！,低落,喜悦,哈哈,0,1,possible_label_mismatch
【最爱闯祸的可爱傻老婆星座】第1名天蝎座。【最会撒娇的12星座排行】第12名天蝎座。【12星座谁占有欲最强】第1名天蝎座。【12星座哪方面最有需求】安全感天蝎座。【拥有超强第六感的星座】第1名天蝎座。【最胆小的星座】第1名天蝎座。【12星座最值得张扬的个性】天蝎张扬幸福的勇气。,低落,喜悦,幸福,0,1,possible_label_mismatch
这是前段时间打算为网点做准备，结果一下午就把我搞崩溃，一下午的时间硬是才照了几套衣服，后面再照的款一律上一架，哎我真是干嘛都不专业！好好检讨自己！,厌恶,低落,崩溃,0,1,possible_label_mismatch
这是王菲~~~有些人脆弱到不能提个屎字儿有本事别拉呀嫌恶心别擦呀切~~,低落,厌恶,恶心,0,1,possible_label_mismatch
？？？？？？？？？？？？？？？我只在这里低调的告诉你们这就是王菲的微薄，喜欢她的朋友可以关注她。没有认证，没有推荐，就让她低调的玩吧。,厌恶,喜悦,喜欢,0,1,possible_label_mismatch
挖靠是演歌吗？爪机看不了！挠墙！最喜欢陈珊妮这首了！啊啊啊啊啊演歌我的个娘亲啊，我想出门跑两圈嗷你的人轻靠我肩膀你的心爬上谁的床别说有情人都善良几杯酒喝断你肝肠染红了罪人的眼眶演一首歌疗爱的伤——陈珊妮《演歌》睡前最后放个清唱视频。传巨快但审核好慢(-┏)原谅我些许小抖，单反实在太沉了??闺女啊，麻麻还是不知道这是啥歌==100622周笔畅清唱片段,愤怒,喜悦,喜欢,0,1,possible_label_mismatch
我也很饭军旅题材滴！男女的内心深处还是有很多隐秘的共性哈！制服诱惑出去camping，漏了3天的《鹰隼大队》，昨天回家恶补了4集，很尽兴。以前讨厌的沙溢殷桃在这个戏里表演很不错。我自己都很惭愧，怎么对军旅题材一点都没有抵抗力，实在不好意思跟别人说我的恶俗品味，掩面而下......,喜悦,愤怒,讨厌,0,1,possible_label_mismatch
恩我也喜欢讚一個我喜歡哈,愤怒,喜悦,喜欢,0,1,possible_label_mismatch
幸福往往来得就是那么突然，一量体重居然瘦了三斤！阿里路亚！果真善有善报,低落,喜悦,幸福,0,1,possible_label_mismatch
回复你没看懂四射二字。狂笑中怎么叫浪费捏二位基情四射啊。。。。太tm浪费了波波你当然是首当其冲的:靠，无耻的认为刀刀是在对我表白，哈哈哈不因为你有钱，不因为你有地位，不因为你有影响。总之不因为其他，只因为臭味相投。,愤怒,喜悦,哈哈,0,1,possible_label_mismatch
拜读，学习。受益匪浅。[心计]聪明是好的，过分聪明是不好的，过分聪明比过分愚蠢更可怕，过分愚蠢最多害己，过分聪明则要害人。[失败]失败的经历是人的财富。不敢犯错的人是软蛋，总是犯错的人是笨蛋，自己不犯错让别人犯错的人是坏蛋。[心情]清醒时做事，糊涂时读书，大怒时睡觉。[放弃]放,喜悦,愤怒,怒,0,1,possible_label_mismatch
"幸福的母猪感动!晚上公猪总为母猪放哨，生怕主人将母猪宰了，日子飞逝,母猪变胖.它听见主人商量要把母猪杀了卖掉.自那天公猪性情大变，主人送来食物它抢着吃，吃完就睡并要母猪守夜.母猪觉得他不在乎她，很失望.主人发现母猪没剩几斤了,而公猪油光发亮，终于屠户把公猪拖走。那一刻，公猪笑着对母猪说“以后少吃点”!",厌恶,喜悦,幸福,0,1,possible_label_mismatch
表弟留美回来，对我讲在美国的听闻。说，一检察官移民美国，偶遇昔日一直追查的贪官，他也移民美国了。贪官先是有点怕，说你追美国来了？可别乱来，这是民主国家。检察官说，你以为我有病啦，晚上有空吗，哥俩整两盅刘大哥认为这个民族没希望了？让国人在黑暗中绝望，是极其危险的，因为有人在唤醒沉默的火山。,愤怒,低落,绝望,0,1,possible_label_mismatch
刚内顿饭真差不多吃吐了，加上一大瓶豆奶和一听雪碧一块花了105。。。。。成都人民的生活太幸福了,厌恶,喜悦,幸福,0,1,possible_label_mismatch
555桑心撕落直跺脚我以为他只喜欢的55555…赶紧后期啊，一宁。,厌恶,喜悦,喜欢,0,1,possible_label_mismatch
她直接无视啦，哈哈哈围观，反击啦！~第二天都过一半了，宝宝请给力啊我先静观~你觉的呢;-)此老太在首都剧场门口收费请自行找她理论“戴眼镜的都抠儿！”我立刻笑喷了～好彩我这个大近视平时不带眼镜…,厌恶,喜悦,哈哈,0,1,possible_label_mismatch
前些天淘宝促销，所以我拍了一条胸前有一只大香蕉的裙子，好可爱。然后店里还有一对好可爱的香蕉橡皮，我本来想买了可是觉得不能乱花钱，谁知道今天中午打开包裹的时候，卖家送了我一对，哈哈。心情一下子好好,厌恶,喜悦,哈哈,0,1,possible_label_mismatch
回复鄙视做过11的淫，哼哦，实现的啊，比你多个11不是怪念头吧，应该说这些念头实现了几个？【以下怪念头你有多少？】1.不想工作；2.想骂人；3.想消失；4.不想活了；5.想过从高楼上跳下来；6.想独自旅行；7.想抽人；8.很想喝几杯；9.想把所有钱花光；10.想大喊；11.抓住某个人猛亲；12.想世界末日来临；13.想回到过去；14.想结婚；15，想私奔,低落,愤怒,骂,0,1,possible_label_mismatch
哈哈装B了吧。中国达人秀永远上不了台面【选手大闹“达人秀”评委爆粗口】最近，在《达人秀》舞台上，一位可以边翻跟斗边唱歌的选手上演了惊人之举，因为复赛当中不满评委的裁决，这位女选手现场发飙：“假的，都是假的！……”高晓松现场开炮：“他妈的！十个男人站在那，都干嘛呢？上海男人真是劲小……”,愤怒,喜悦,哈哈,0,1,possible_label_mismatch
回复喂喂，你以为一个刚20岁还没真正谈过一场恋爱的纯情小青年能有多大的愿望吖~坏男人让我想想，我20岁生日的生日愿望，貌似是某某某女跟我约会，是谁来着，我都给忘了，orz祝我生日快乐…哦也…二十岁了…唔…生日愿望是我想做纯爷们…,低落,喜悦,快乐,0,1,possible_label_mismatch
周末要上班，我好幸福啊..,厌恶,喜悦,幸福,0,1,possible_label_mismatch
回复我靠，你是男的啊？不哭不哭，哥哥抱抱我角得你好象是在骂我，不活着喽。。跺脚哭。现在的社会极其腐败，腐败到横溢的不只是才华，还有腰间的肥肉……,厌恶,愤怒,骂,0,1,possible_label_mismatch
这话说得让人想哭。我梦到过你，也梦到我自己。却没梦到过我们在一起。,厌恶,低落,想哭,0,1,possible_label_mismatch
由于腾讯的弱智行为，大家都开始叫我加他的MSN了，可是我觉得MSN也不是什么好货呀，垃圾邮件超多的。。。为何不选用skype咧，我觉得skype很方便呢，还可以打电话。,愤怒,厌恶,垃圾,0,1,possible_label_mismatch
